House_Area,Bedrooms,Bathrooms,House_Age,House_Price,Price_Category
121.9,3,2,15,465398000,0
482.1,8,5,17,1848031000,1
108.4,2,1,23,445518000,0
230.7,4,2,9,888829000,0
79.3,2,2,29,351196000,0
498.6,8,6,1,1912824000,1
271.0,6,4,20,1078724000,0
313.9,7,5,10,1317905000,1
70.9,1,1,20,300019000,0
385.0,8,5,18,1487383000,1
136.6,4,3,25,630976000,0
453.1,8,6,21,1622502000,1
134.4,2,1,21,583423000,0
127.7,3,2,23,428872000,0
56.8,2,2,20,238541000,0
257.2,5,4,19,1006199000,0
299.8,7,4,20,1171768000,1
70.2,3,2,22,368928000,0
396.7,8,5,1,1518837000,1
248.5,5,2,20,945935000,0
281.2,7,5,20,1114820000,1
242.8,6,4,13,1005241000,0
224.4,5,3,10,896165000,0
297.4,7,4,27,1160862000,1
111.4,3,2,25,424733000,0
123.7,2,1,20,435887000,0
436.4,8,6,5,1720407000,1
475.2,8,5,6,1850107000,1
211.7,5,4,28,817517000,0
164.5,4,3,21,628305000,0
336.2,6,3,12,1298446000,1
228.0,5,3,22,885137000,0
51.7,2,1,18,269812000,0
111.8,2,1,32,355999000,0
369.3,8,5,24,1352685000,1
343.1,7,4,12,1308935000,1
52.5,2,1,19,198514000,0
142.1,2,1,3,548175000,0
146.3,3,2,10,562502000,0
349.1,8,5,6,1437466000,1
49.1,1,1,25,179153000,0
87.9,2,2,20,373051000,0
408.0,8,6,4,1625694000,1
122.1,3,2,20,502493000,0
340.3,7,4,19,1308874000,1
149.6,2,2,24,578697000,0
85.7,3,1,9,341436000,0
151.9,4,3,20,692054000,0
372.2,7,5,5,1451396000,1
433.6,8,6,19,1611500000,1
421.9,8,4,18,1599543000,1
222.7,5,3,12,851337000,0
347.3,8,5,10,1420300000,1
134.3,3,2,18,636192000,0
174.8,3,2,4,658964000,0
452.3,8,6,14,1755317000,1
46.0,1,1,22,109202000,0
79.3,1,1,30,299186000,0
135.6,3,3,13,533063000,0
52.2,1,1,19,185922000,0
123.5,3,3,11,488642000,0
308.2,8,5,9,1300187000,1
233.9,5,3,10,974809000,0
450.6,8,5,19,1703972000,1
416.0,8,4,8,1553301000,1
197.2,5,4,20,885569000,0
159.3,4,3,18,622992000,0
214.7,5,4,10,792749000,0
311.5,7,5,15,1268428000,1
163.3,3,3,25,587845000,0
327.1,8,5,7,1376207000,1
228.3,6,3,24,884409000,0
293.9,6,4,11,1186647000,1
240.6,5,3,15,1003988000,0
175.5,4,3,24,642201000,0
476.3,8,5,7,1783693000,1
391.3,8,5,14,1519755000,1
104.5,4,3,20,546590000,0
439.5,8,6,13,1671773000,1
264.2,5,4,1,1039687000,0
451.5,8,6,1,1785316000,1
407.9,8,5,18,1542305000,1
235.6,5,3,26,909784000,0
50.3,2,2,17,182141000,0
163.6,3,1,19,706165000,0
289.2,7,5,19,1107793000,1
331.4,7,4,20,1265001000,1
158.6,5,3,6,695058000,0
104.1,4,2,16,548191000,0
424.1,8,5,11,1574502000,1
492.8,8,5,16,1933227000,1
281.8,7,4,34,1126833000,1
119.0,2,2,20,484569000,0
165.3,4,2,10,625651000,0
48.5,1,1,26,213901000,0
460.6,8,5,21,1698363000,1
94.2,2,1,23,415440000,0
305.2,6,3,10,1131942000,1
166.1,3,2,27,615428000,0
294.9,8,5,21,1175693000,1
339.7,7,5,8,1307601000,1
421.7,8,6,16,1671799000,1
135.0,3,2,28,543096000,0
45.1,1,1,32,219725000,0
103.0,3,1,22,326506000,0
454.0,8,5,10,1779688000,1
442.0,8,5,21,1784145000,1
314.8,8,5,8,1270036000,1
316.2,7,4,19,1318122000,1
345.9,7,5,6,1364038000,1
120.7,2,1,29,369482000,0
460.6,8,5,10,1739167000,1
232.6,7,5,27,1018489000,0
216.2,6,4,22,851122000,0
278.7,5,4,8,1071825000,0
61.6,1,1,33,242829000,0
116.5,3,1,33,427938000,0
379.5,8,6,20,1521708000,1
78.1,2,1,17,329622000,0
317.4,7,4,14,1268263000,1
152.9,3,2,22,568826000,0
219.1,5,3,14,884548000,0
172.8,4,2,32,608228000,0
203.6,3,2,20,812500000,0
370.8,8,5,1,1455018000,1
176.7,3,2,22,715238000,0
300.5,7,4,14,1182088000,1
259.0,8,6,17,1124890000,1
345.3,8,5,13,1355687000,1
470.9,8,6,17,1748160000,1
377.0,8,6,22,1404886000,1
138.9,3,3,23,515990000,0
54.3,2,1,21,220184000,0
160.6,4,3,20,666455000,0
313.7,8,5,16,1316307000,1
63.7,1,1,18,232781000,0
268.3,6,4,21,1017872000,0
314.5,6,4,19,1144478000,1
193.8,5,4,30,804763000,0
394.6,8,5,23,1577964000,1
89.0,2,2,18,430785000,0
74.6,1,1,29,297667000,0
375.0,8,5,8,1511734000,1
267.9,7,4,22,1148673000,1
356.7,7,4,11,1393384000,1
240.0,5,4,11,998076000,0
153.3,3,1,23,551125000,0
416.8,8,6,1,1591468000,1
407.7,8,4,1,1548867000,1
359.6,8,5,13,1423308000,1
165.2,5,3,21,690375000,0
311.5,7,5,14,1336483000,1
206.0,4,3,8,829857000,0
82.1,1,1,17,366768000,0
462.0,8,5,15,1727822000,1
102.9,4,2,26,424255000,0
477.1,8,6,11,1765915000,1
245.2,4,3,26,882235000,0
125.2,4,3,24,559354000,0
289.3,7,4,12,1161100000,1
441.6,8,5,10,1734552000,1
376.8,8,5,4,1504916000,1
411.0,7,4,13,1532340000,1
343.0,8,5,23,1447273000,1
358.4,8,5,20,1401654000,1
430.6,8,6,23,1705255000,1
154.8,3,1,18,562306000,0
265.1,6,5,27,1089252000,1
141.8,3,2,20,598521000,0
494.3,8,5,21,1848142000,1
474.3,8,6,11,1710808000,1
58.1,1,1,28,215741000,0
364.6,7,5,25,1453091000,1
465.6,8,5,10,1792657000,1
123.1,3,3,23,532983000,0
301.3,7,5,25,1117658000,1
461.1,8,5,11,1720100000,1
55.6,1,1,14,253431000,0
360.8,8,6,30,1434027000,1
176.8,4,2,17,747420000,0
465.2,8,5,13,1755121000,1
486.7,8,5,19,1836702000,1
474.4,8,5,7,1803817000,1
258.1,6,5,11,1022508000,0
436.5,8,5,14,1566289000,1
428.5,8,6,1,1709595000,1
186.8,4,3,18,752588000,0
421.3,8,5,15,1589342000,1
57.0,1,1,21,152537000,0
314.3,8,6,5,1345098000,1
145.8,4,3,32,573594000,0
95.5,2,2,23,409659000,0
75.4,1,1,33,344162000,0
360.3,8,6,13,1351596000,1
196.3,4,2,13,731678000,0
373.4,8,5,16,1452458000,1
70.1,2,1,21,350787000,0
185.0,4,3,11,679362000,0
288.2,6,4,27,1196354000,1
403.7,8,4,9,1556954000,1
186.6,5,3,7,779800000,0
327.9,6,4,25,1231367000,1
447.5,8,5,9,1693368000,1
323.3,7,5,12,1338725000,1
147.2,4,3,8,589957000,0
51.2,1,1,36,192384000,0
440.2,8,5,3,1684352000,1
49.8,2,2,24,202064000,0
442.4,8,6,19,1815049000,1
283.3,5,4,20,1108417000,1
472.0,8,5,11,1814997000,1
407.4,8,5,1,1651880000,1
499.0,8,5,5,1821839000,1
201.3,3,2,21,824013000,0
392.9,8,6,8,1449377000,1
224.9,6,3,20,864086000,0
260.7,6,4,22,1010584000,0
328.7,7,4,22,1293018000,1
441.9,8,6,4,1736922000,1
492.7,8,5,26,1816133000,1
393.4,8,5,19,1519340000,1
232.2,6,4,18,904029000,0
233.8,5,4,26,851785000,0
379.3,8,4,31,1461453000,1
149.8,4,3,11,671577000,0
90.8,3,2,21,462862000,0
203.1,5,3,3,809369000,0
172.1,4,3,21,722897000,0
176.3,4,2,23,666393000,0
147.5,4,3,21,666571000,0
59.4,2,1,19,301068000,0
48.2,1,1,9,230744000,0
494.4,8,5,13,1839801000,1
236.8,6,4,28,986002000,0
216.8,5,4,15,915871000,0
352.6,7,5,18,1342520000,1
140.4,3,1,10,490529000,0
477.0,8,5,15,1782416000,1
401.7,8,5,11,1630634000,1
81.1,2,2,17,402112000,0
232.1,6,4,13,907665000,0
444.4,8,4,10,1626531000,1
474.6,8,5,14,1847081000,1
255.0,6,3,9,965896000,0
322.2,6,3,13,1246958000,1
116.8,3,1,21,425037000,0
495.9,8,6,3,1974647000,1
146.6,3,2,33,511451000,0
473.7,8,5,5,1856291000,1
338.8,7,5,11,1351479000,1
319.6,6,4,9,1257069000,1
275.8,6,5,30,996896000,0
146.1,3,1,25,439389000,0
121.2,2,1,15,450915000,0
141.4,3,1,29,526591000,0
125.8,3,2,23,448926000,0
398.6,8,5,15,1495529000,1
201.1,6,4,17,875786000,0
66.6,2,1,18,305448000,0
485.8,8,6,13,1843362000,1
446.5,8,6,8,1768909000,1
466.8,8,6,24,1713921000,1
497.7,8,5,2,1871623000,1
120.0,3,1,32,515154000,0
222.3,5,3,18,879434000,0
388.8,8,5,16,1516844000,1
360.2,7,5,21,1495408000,1
110.8,2,1,17,360590000,0
415.3,8,5,19,1625799000,1
143.2,3,2,2,672119000,0
143.0,4,3,16,593981000,0
287.0,5,3,10,1138083000,1
312.8,8,5,7,1241769000,1
306.8,6,5,15,1183857000,1
82.1,2,1,25,333043000,0
443.6,8,5,17,1720456000,1
162.2,3,2,22,668482000,0
99.6,3,1,17,476353000,0
448.8,8,5,15,1702125000,1
479.6,8,5,12,1863433000,1
436.6,8,6,19,1664716000,1
412.4,8,5,19,1621274000,1
341.4,8,6,15,1392817000,1
293.4,5,4,10,1161936000,1
80.0,2,2,18,364058000,0
227.9,5,3,15,828068000,0
211.4,5,3,17,792895000,0
159.5,3,2,22,614014000,0
372.8,8,6,19,1400032000,1
268.1,6,4,17,1102324000,1
77.3,2,1,23,343580000,0
141.3,3,2,22,565883000,0
354.3,8,5,11,1360309000,1
75.0,1,1,16,355106000,0
431.6,8,4,1,1747794000,1
267.8,6,4,12,1080578000,0
261.1,5,3,21,1017494000,0
312.5,7,5,11,1268078000,1
419.4,8,6,11,1664947000,1
200.0,4,3,23,771620000,0
351.9,8,5,19,1385525000,1
300.2,8,5,9,1282397000,1
162.8,4,3,27,755513000,0
444.2,8,6,20,1639437000,1
406.8,8,5,5,1586088000,1
342.9,8,5,9,1325159000,1
431.3,8,5,21,1708801000,1
439.0,8,4,11,1633352000,1
365.8,8,6,1,1424616000,1
425.0,8,5,3,1681718000,1
360.8,8,5,13,1506054000,1
352.9,8,5,7,1444142000,1
324.6,7,5,13,1302936000,1
386.2,8,5,14,1525251000,1
113.0,2,2,32,486268000,0
445.2,8,5,10,1664301000,1
441.0,8,5,20,1665167000,1
53.5,2,2,33,209829000,0
419.9,8,5,23,1544126000,1
99.3,1,1,24,339983000,0
194.2,5,3,6,860287000,0
382.0,7,5,17,1494897000,1
113.9,3,3,29,500474000,0
416.3,8,6,13,1633751000,1
422.8,8,6,25,1647510000,1
273.4,6,4,23,1033853000,0
42.9,2,2,28,192352000,0
172.0,3,2,28,646040000,0
323.8,6,4,18,1253648000,1
491.3,8,5,1,1883568000,1
330.6,8,5,12,1326695000,1
159.5,4,1,29,574416000,0
331.6,8,5,10,1482220000,1
288.4,7,4,15,1192685000,1
398.7,8,6,6,1603432000,1
89.2,2,1,35,307946000,0
390.1,8,5,26,1475015000,1
289.0,8,5,11,1195914000,1
483.0,8,5,12,1833777000,1
197.3,4,3,15,699740000,0
331.0,8,5,20,1247577000,1
468.7,8,6,15,1762180000,1
87.2,2,1,28,335361000,0
471.1,8,5,14,1767753000,1
356.4,8,5,35,1435995000,1
71.2,2,2,16,254132000,0
178.4,4,3,8,704069000,0
365.8,8,5,12,1513964000,1
71.0,2,1,12,312100000,0
307.8,7,5,6,1293778000,1
199.1,3,3,12,870426000,0
325.6,7,4,9,1251699000,1
61.0,2,1,17,259731000,0
440.9,8,5,16,1665621000,1
487.8,8,5,8,1756003000,1
485.7,8,5,10,1819272000,1
384.8,8,6,20,1552008000,1
99.8,3,2,17,452687000,0
388.8,8,5,12,1547019000,1
51.3,1,1,26,180262000,0
50.2,1,1,10,196116000,0
188.9,4,3,3,838597000,0
264.8,6,3,20,1003981000,0
394.4,8,6,17,1562314000,1
354.3,7,4,29,1342110000,1
245.1,6,4,19,1053097000,0
165.9,4,2,26,683594000,0
498.7,8,6,9,1840553000,1
236.0,6,4,20,902760000,0
247.6,5,3,30,959371000,0
115.3,3,1,7,473065000,0
405.6,8,5,16,1544437000,1
359.1,8,5,30,1433823000,1
141.6,3,2,23,558556000,0
77.9,1,1,34,268641000,0
353.0,8,6,11,1463692000,1
341.1,7,5,15,1325640000,1
165.7,3,1,21,679823000,0
477.4,8,6,1,1811218000,1
109.5,1,1,14,436962000,0
238.9,5,2,10,988002000,0
474.1,8,6,17,1742142000,1
233.1,5,3,24,883470000,0
333.7,7,5,18,1364239000,1
222.9,5,3,24,918356000,0
166.1,4,1,19,624803000,0
492.6,8,5,19,1804260000,1
228.3,5,3,19,936577000,0
451.3,8,4,13,1748420000,1
145.8,3,1,19,497150000,0
138.0,3,3,26,500424000,0
54.3,1,1,21,226897000,0
339.8,7,5,22,1352681000,1
209.5,4,2,11,795942000,0
437.6,8,4,5,1697888000,1
257.7,6,4,22,989684000,0
485.4,8,5,11,1735119000,1
125.3,2,1,18,448884000,0
439.6,8,5,19,1670565000,1
397.2,8,5,9,1539627000,1
394.6,8,5,12,1485583000,1
428.6,8,5,23,1542816000,1
390.1,8,5,25,1474186000,1
328.1,6,3,27,1255315000,1
100.4,2,1,20,440809000,0
55.0,1,1,32,250447000,0
463.6,8,5,5,1735804000,1
323.7,8,5,9,1264923000,1
406.4,8,5,1,1619829000,1
261.5,5,3,29,1008380000,0
94.0,2,1,16,389808000,0
97.6,1,1,21,264687000,0
355.4,8,5,8,1381270000,1
237.9,5,4,23,936944000,0
132.2,4,3,19,589965000,0
266.1,6,4,8,1111049000,1
69.5,1,1,26,261891000,0
307.7,6,3,6,1206525000,1
163.7,5,4,14,722659000,0
406.9,8,5,1,1629933000,1
182.8,5,3,10,780039000,0
249.4,6,4,19,1004038000,0
45.3,1,1,10,197883000,0
73.3,2,1,13,315218000,0
220.5,5,4,19,912407000,0
260.8,4,2,14,979596000,0
316.0,7,4,30,1227337000,1
174.2,4,3,33,734862000,0
359.7,8,5,9,1443972000,1
435.7,8,5,16,1632035000,1
398.7,8,5,19,1576602000,1
58.2,2,1,19,189761000,0
261.0,7,5,7,1053536000,0
88.3,2,2,22,378673000,0
151.3,4,3,19,652398000,0
493.9,8,5,8,1807453000,1
105.5,1,1,25,355373000,0
269.5,5,3,12,1012126000,0
324.4,8,5,8,1299180000,1
363.1,8,6,15,1495382000,1
297.4,6,3,19,1164473000,1
44.5,1,1,15,196540000,0
190.2,6,4,26,773072000,0
278.1,7,4,5,1078186000,0
80.4,3,3,19,448188000,0
201.3,4,2,17,797805000,0
55.3,1,1,19,192160000,0
76.1,1,1,19,322902000,0
222.6,6,4,32,886160000,0
101.0,1,1,16,363280000,0
301.1,7,5,33,1198105000,1
357.2,7,5,18,1354673000,1
408.3,8,4,14,1540091000,1
132.1,2,1,25,481186000,0
117.0,2,1,39,376925000,0
88.1,2,2,16,405029000,0
332.8,7,3,8,1370068000,1
365.0,8,6,9,1437057000,1
54.5,1,1,24,136469000,0
470.7,8,5,1,1713162000,1
63.9,2,2,23,276709000,0
289.0,6,5,29,1099958000,1
366.2,8,6,16,1470194000,1
440.6,8,6,10,1716887000,1
368.5,8,5,10,1386055000,1
408.8,8,5,20,1485490000,1
196.1,4,2,14,773837000,0
414.8,8,5,26,1580454000,1
76.9,1,1,36,239918000,0
451.6,8,5,14,1641549000,1
291.9,7,5,17,1202293000,1
416.0,8,4,20,1625435000,1
248.1,5,3,26,955429000,0
336.0,7,5,10,1298064000,1
282.1,7,5,13,1159725000,1
376.5,8,5,5,1432325000,1
77.5,1,2,26,350608000,0
67.8,2,2,28,289643000,0
153.7,2,1,11,493273000,0
113.4,2,1,19,414350000,0
441.0,8,5,3,1725049000,1
140.8,2,1,15,508573000,0
488.9,8,5,15,1821065000,1
195.0,4,3,14,723902000,0
123.8,3,2,19,526654000,0
403.3,8,6,2,1578379000,1
343.0,6,4,17,1207560000,1
269.2,4,3,17,993733000,0
295.5,6,3,11,1186752000,1
370.8,8,5,13,1442148000,1
145.1,1,1,22,583529000,0
498.3,8,5,5,1902864000,1
488.4,8,5,1,1875124000,1
339.1,8,6,28,1344342000,1
131.8,3,2,17,527687000,0
352.9,8,6,14,1410426000,1
73.2,2,1,30,263638000,0
54.1,1,1,40,202009000,0
158.5,4,2,12,602088000,0
252.8,6,4,21,959545000,0
439.4,8,5,7,1640536000,1
374.5,8,5,11,1567454000,1
381.6,7,4,9,1485985000,1
235.7,6,3,10,966942000,0
199.1,4,3,19,734532000,0
210.7,5,4,9,907290000,0
494.3,8,5,18,1839514000,1
58.5,1,1,24,233838000,0
438.8,8,5,15,1629212000,1
306.2,7,4,13,1220052000,1
241.8,4,3,16,905687000,0
373.6,8,6,16,1450067000,1
263.9,6,4,9,1100515000,1
441.8,8,5,10,1623563000,1
454.3,8,5,6,1766175000,1
234.0,6,3,12,974602000,0
167.3,3,2,5,628776000,0
312.5,7,5,25,1194085000,1
459.7,8,6,7,1768004000,1
136.9,4,3,29,575772000,0
326.6,8,5,23,1291242000,1
330.5,8,5,7,1362110000,1
377.2,8,6,7,1593374000,1
100.5,3,2,40,361753000,0
369.3,8,6,27,1371577000,1
458.2,8,6,12,1800407000,1
122.7,2,2,23,547389000,0
149.3,4,3,16,646435000,0
486.8,8,5,14,1779811000,1
123.2,3,3,16,521665000,0
433.0,8,5,1,1632266000,1
266.4,6,4,8,1106408000,1
153.7,3,2,21,532032000,0
440.5,8,5,4,1687094000,1
244.8,7,4,18,961165000,0
276.8,7,4,10,1130467000,1
205.2,5,4,14,835155000,0
312.8,7,3,22,1201914000,1
115.2,2,2,23,448646000,0
219.9,6,4,19,862280000,0
485.9,8,5,17,1848089000,1
158.7,5,4,24,680646000,0
342.1,7,5,25,1281236000,1
189.6,4,3,16,858562000,0
395.8,8,6,11,1586999000,1
100.2,2,1,13,390743000,0
486.1,8,5,8,1902204000,1
248.7,5,3,25,1029722000,0
148.6,4,3,30,591979000,0
73.8,2,1,30,294793000,0
118.1,3,3,9,480460000,0
279.1,5,4,25,1059496000,0
195.0,4,2,7,762042000,0
421.3,7,4,19,1577477000,1
238.2,5,3,16,946214000,0
154.4,2,2,26,592272000,0
323.9,8,5,6,1334174000,1
365.1,8,6,23,1388837000,1
116.8,3,2,11,452529000,0
117.1,4,3,17,499132000,0
56.9,1,1,16,222379000,0
378.7,8,5,2,1554125000,1
345.4,8,5,16,1319948000,1
258.3,6,4,30,991476000,0
428.3,8,5,31,1650445000,1
410.6,8,5,14,1571426000,1
309.3,6,4,24,1203479000,1
439.4,8,5,14,1670801000,1
134.7,3,2,25,535595000,0
91.5,1,1,20,327519000,0
164.1,5,3,22,712138000,0
66.3,1,1,27,173632000,0
284.3,7,4,13,1126411000,1
470.8,8,6,11,1818906000,1
58.1,1,1,23,248936000,0
96.2,2,2,28,444023000,0
248.0,4,3,10,939004000,0
469.6,8,5,11,1846297000,1
185.4,3,1,33,618624000,0
273.3,7,4,25,1143349000,1
59.1,2,1,33,262906000,0
108.2,2,1,22,364134000,0
493.8,8,6,13,1888977000,1
484.0,8,5,18,1809494000,1
42.3,1,1,35,178511000,0
477.8,8,4,1,1793913000,1
334.0,8,5,6,1341974000,1
439.2,8,6,22,1744049000,1
249.2,6,4,16,1001998000,0
277.2,6,4,12,1141229000,1
264.9,5,4,9,1042539000,0
346.8,7,5,11,1443760000,1
104.2,2,1,12,381915000,0
53.8,1,1,38,153524000,0
181.6,3,2,20,752723000,0
364.2,8,6,14,1438417000,1
132.9,4,2,25,608328000,0
349.8,8,6,22,1436493000,1
486.2,8,5,18,1811881000,1
83.2,2,2,30,249642000,0
349.4,7,4,11,1354211000,1
244.1,5,3,16,954693000,0
439.3,8,6,18,1743285000,1
121.5,2,3,18,571280000,0
358.6,8,6,15,1407696000,1
425.5,8,5,16,1664653000,1
474.5,8,5,17,1817843000,1
354.3,7,4,2,1437064000,1
268.7,6,3,22,1057281000,0
324.2,8,5,14,1221028000,1
439.7,8,6,17,1687046000,1
302.5,6,3,22,1090993000,1
54.0,2,2,35,218683000,0
468.2,8,5,21,1799340000,1
357.2,8,5,24,1407772000,1
351.2,7,4,25,1384504000,1
139.2,3,3,23,579819000,0
343.1,8,6,15,1330495000,1
221.2,4,3,25,727402000,0
339.6,7,4,20,1312416000,1
89.0,2,1,20,338173000,0
342.6,8,5,18,1315357000,1
499.7,8,4,10,1779512000,1
62.2,1,2,17,238977000,0
489.5,8,5,20,1816648000,1
227.2,5,3,19,920005000,0
440.5,8,5,27,1663088000,1
399.9,8,5,2,1647043000,1
300.8,6,4,13,1130958000,1
379.7,8,4,14,1503688000,1
444.1,8,6,20,1704248000,1
225.9,5,3,21,913140000,0
190.4,4,2,22,706637000,0
347.1,8,5,7,1443946000,1
411.6,8,6,5,1641405000,1
390.7,8,5,16,1486665000,1
407.0,7,4,4,1552859000,1
240.4,5,4,14,953500000,0
416.2,8,6,17,1640853000,1
95.3,1,1,15,306870000,0
290.5,6,4,28,1113279000,1
42.6,1,2,32,197109000,0
189.3,4,4,9,794246000,0
208.6,5,3,13,903132000,0
222.2,4,3,3,922871000,0
359.9,8,5,9,1432343000,1
218.7,5,3,24,862591000,0
246.4,6,3,15,990785000,0
149.3,3,2,24,590908000,0
211.7,5,3,8,780285000,0
144.5,4,3,26,579831000,0
73.7,1,1,19,216040000,0
317.6,8,4,16,1318843000,1
347.4,7,5,14,1361942000,1
325.0,8,6,7,1338300000,1
253.2,6,4,10,1071596000,0
214.7,4,3,26,837045000,0
437.1,8,5,15,1616931000,1
278.8,6,4,24,1081969000,0
260.4,5,3,20,979197000,0
51.8,2,1,25,140256000,0
197.0,4,2,7,746338000,0
214.9,4,3,17,828421000,0
223.5,5,3,18,875027000,0
306.9,6,4,30,1096380000,1
285.5,6,4,22,1162425000,1
319.6,7,4,27,1223125000,1
391.8,8,6,18,1540450000,1
414.0,8,5,8,1625829000,1
370.3,8,5,15,1418497000,1
479.5,8,6,13,1849936000,1
48.4,1,1,17,189362000,0
130.1,4,3,19,520974000,0
43.5,1,1,22,206005000,0
337.8,8,5,27,1393085000,1
453.1,8,5,1,1779537000,1
152.0,2,1,29,572934000,0
466.4,8,5,5,1758052000,1
67.7,2,2,13,243747000,0
469.8,8,4,20,1807416000,1
201.7,4,3,24,872893000,0
86.7,3,2,31,427866000,0
263.5,6,4,23,1023090000,0
158.1,4,3,35,566961000,0
171.0,4,3,24,634244000,0
181.4,4,3,19,649712000,0
409.4,8,5,16,1572248000,1
288.0,6,4,25,1184856000,1
183.2,3,2,14,694865000,0
320.8,6,3,11,1237165000,1
369.4,8,6,12,1540982000,1
165.4,4,4,6,704096000,0
230.2,5,3,19,991239000,0
96.1,3,2,9,522164000,0
123.3,1,1,22,429660000,0
353.3,8,5,21,1361571000,1
123.5,1,1,18,475576000,0
281.6,7,4,29,1086481000,1
366.2,8,5,4,1410795000,1
89.2,2,2,31,406096000,0
301.0,6,4,21,1216940000,1
158.0,4,2,8,657598000,0
482.9,8,6,30,1749451000,1
262.4,6,3,17,969351000,0
410.8,8,5,7,1604385000,1
293.1,7,5,7,1182426000,1
60.0,1,1,22,217651000,0
331.2,8,5,15,1374828000,1
477.6,8,5,12,1836313000,1
316.7,8,5,14,1346456000,1
416.8,8,5,18,1552182000,1
446.7,8,5,10,1692996000,1
144.9,2,1,7,586834000,0
137.5,3,2,20,563164000,0
321.1,7,4,1,1353477000,1
229.1,4,3,21,893044000,0
426.3,8,5,6,1734325000,1
454.0,8,6,13,1772101000,1
202.6,4,3,28,823118000,0
149.0,2,1,14,537242000,0
399.0,8,5,21,1534443000,1
166.4,4,3,17,722472000,0
418.4,8,6,25,1682464000,1
234.9,5,3,16,953496000,0
347.1,8,4,9,1365977000,1
83.9,3,2,27,419460000,0
327.0,7,4,13,1180761000,1
247.8,5,3,12,905959000,0
309.8,7,4,13,1255034000,1
117.3,2,1,21,436995000,0
379.0,8,6,24,1513048000,1
436.9,8,5,1,1697978000,1
139.7,2,1,21,533733000,0
84.0,3,2,27,321152000,0
50.9,1,1,25,223552000,0
335.3,7,5,25,1348709000,1
319.3,7,5,15,1327685000,1
291.5,6,4,15,1234410000,1
146.7,2,1,25,533424000,0
219.8,6,4,19,918686000,0
313.5,7,4,13,1167657000,1
268.5,6,4,21,1034286000,0
494.4,8,5,6,1860391000,1
102.8,2,2,18,465224000,0
359.8,8,5,11,1400865000,1
226.0,5,3,28,904035000,0
237.0,6,4,1,997327000,0
370.1,7,5,17,1423347000,1
358.5,8,6,15,1449400000,1
496.0,8,5,1,1866598000,1
99.1,3,2,24,392813000,0
87.9,2,1,26,255565000,0
373.2,8,5,18,1446082000,1
306.1,6,4,1,1196921000,1
166.1,4,3,30,631301000,0
76.5,1,1,18,312559000,0
79.4,2,2,28,352718000,0
451.3,8,5,17,1719609000,1
128.3,1,1,15,510354000,0
188.8,4,2,24,743060000,0
144.3,2,1,18,515482000,0
203.3,3,2,5,762731000,0
71.9,1,1,31,267157000,0
278.8,6,5,12,1156980000,1
71.1,3,2,17,399423000,0
408.2,8,5,11,1636843000,1
147.5,3,2,23,544634000,0
288.4,7,4,16,1145290000,1
444.8,8,5,16,1720556000,1
339.4,7,5,6,1403140000,1
285.2,6,4,12,1171894000,1
189.2,3,2,19,707565000,0
193.2,4,2,33,656809000,0
348.0,8,5,14,1339648000,1
497.3,8,5,18,1866629000,1
344.4,7,4,15,1346480000,1
296.6,6,4,13,1114679000,1
376.1,8,5,13,1478526000,1
254.0,5,3,17,1008205000,0
67.7,2,1,27,213835000,0
298.7,6,4,26,1194565000,1
480.5,8,6,14,1813611000,1
120.6,2,1,30,485513000,0
357.4,8,4,8,1380675000,1
132.4,4,3,18,524482000,0
286.5,7,5,12,1153184000,1
84.5,3,2,25,359118000,0
247.2,6,4,15,984558000,0
387.8,8,5,19,1492240000,1
199.9,4,3,13,811708000,0
345.9,7,5,15,1350177000,1
405.9,8,4,18,1536905000,1
466.5,8,5,1,1712885000,1
147.9,4,3,36,601906000,0
223.7,6,3,17,896826000,0
110.1,4,3,8,591783000,0
496.5,8,5,12,1821520000,1
466.4,8,5,12,1686107000,1
288.4,8,5,16,1217693000,1
427.3,8,5,20,1641954000,1
279.6,5,2,22,984341000,0
326.8,6,4,18,1181921000,1
81.0,2,2,26,401383000,0
387.4,7,4,13,1536315000,1
98.7,2,1,35,236904000,0
420.0,8,6,3,1638380000,1
399.7,8,5,15,1622929000,1
366.0,8,5,15,1418777000,1
56.6,1,1,29,186042000,0
179.4,5,4,14,756356000,0
161.0,3,3,8,613760000,0
205.7,4,3,20,724525000,0
80.3,1,1,25,339325000,0
471.0,8,5,22,1679268000,1
294.7,7,4,8,1197167000,1
180.5,4,3,28,744496000,0
222.6,6,4,35,818015000,0
245.7,5,3,15,915648000,0
316.3,8,5,7,1351753000,1
277.2,7,5,14,1164020000,1
462.9,8,5,12,1728502000,1
268.6,7,5,21,1152621000,1
496.4,8,5,7,1927774000,1
431.7,8,5,24,1644547000,1
135.9,3,2,13,511373000,0
468.1,8,5,1,1776315000,1
93.5,1,2,30,359087000,0
416.0,8,5,1,1619713000,1
215.1,6,4,17,937573000,0
443.9,8,5,34,1582640000,1
439.3,8,6,12,1635518000,1
410.7,8,5,5,1611379000,1
403.4,8,5,13,1541761000,1
180.2,5,3,19,711423000,0
77.2,2,2,24,244477000,0
225.4,5,4,23,899160000,0
119.8,2,2,14,477986000,0
359.7,7,5,27,1407447000,1
199.2,4,2,21,759541000,0
488.8,8,5,16,1825193000,1
334.8,7,5,11,1383325000,1
418.3,8,6,22,1556499000,1
101.0,3,1,20,428338000,0
436.5,8,6,14,1614598000,1
